6,CENTANY,73,86,60,50,fda,79.5
9,CERINTA,73,86,60,50,fda,79.5
7,SUTENT,60,86,75,67,fda,73.0
0,CELONTIN,67,75,55,50,fda,71.0
3,CENESTIN,67,75,55,50,fda,71.0
8,LUCENTIS,67,75,50,50,fda,71.0
1,CESAMET,55,86,40,50,fda,70.5
5,NUCYNTA,55,86,36,50,fda,70.5
10,MAYZENT,55,86,67,67,fda,70.5
2,SONATA,40,100,44,50,fda,70.0
4,ZOMETA,40,100,22,50,fda,70.0
